id,box,budget,votes,russian_title,original_title,year,all_oscars_nom,oscars_wins,genres,n_oscars_wins,genres_tau,keywords_tau,actors_nomineed,directors_nomineed,writers_nomineed,major,indimajor,days_from_year_start,mpaa_r,best_pic_winner,best_pic_nominee,n_oscars_nom,dy_1,dy_2,dy_3,gr_low,gr_high,kw_low,kw_high
0112769,,,9133.0,Церемония,La Cérémonie,1995,0,0,"['Crime', 'Drama', 'Mystery', 'Thriller']",0,0.25017015572233964,1.0140761503146594,0,0,0,1,0,354,0,0,0,0,180,140,34,0.1348766216182668,0.11529353410407284,0.4728503702496234,0.541225780065036
0369702,,,73862.0,Море внутри,The Sea Within,2004,2,1,"['Biography', 'Drama']",0,0.2586973331555608,0.6049519284993581,1,0,0,0,1,351,0,0,0,0,180,140,31,0.09863931279033226,0.16005802036522854,0.38562592676698587,0.2193260017323722
0404203,14821658,26000000,101763,Как малые дети,Little Children,2006,3,0,"['Drama', 'Romance']",0,0.09396017261161993,0.652832603468457,1,1,1,0,1,278,1,0,0,3,180,98,0,0.08277197306971856,0.011188199541901367,0.32378676515513305,0.3290458383133239
4034228,62201310,8500000,222092,Манчестер у моря,Manchester by the Sea,2016,6,2,['Drama'],1,0.046844858833581415,0.7920515688231551,1,0,0,0,1,350,1,0,1,5,180,140,30,0.046844858833581415,0.0,0.25203333576929576,0.5400182330538593
0338135,6289563,,27250,Нашествие варваров,The Barbarian Invasions,2003,2,1,"['Comedy', 'Crime', 'Drama', 'Mystery', 'Romance']",0,0.19637534738024653,0.8004773639270705,1,0,0,0,1,324,1,0,0,1,180,140,4,0.10014610441092778,0.09622924296931876,0.4217684619520929,0.3787089019749776
0118566,,,3154.0,На закате,Afterglow,1997,1,0,"['Comedy', 'Drama', 'Romance']",0,0.16695323097087217,0.6734696212523921,1,0,0,0,1,359,1,0,0,1,180,140,39,0.10451148983125931,0.06244174113961286,0.42061706239501695,0.2528525588573751
0167261,926047111,94000000,1388577,Властелин колец: Две крепости,The Lord of the Rings: The Two Towers,2002,6,2,"['Adventure', 'Drama', 'Fantasy']",0,0.1314162516452682,2.608222138151346,1,0,0,0,1,351,0,0,1,1,180,140,31,0.10169423845178789,0.02972201319348032,0.41265013141126744,2.1955720067400786
0167260,1119929521,94000000,1535142,Властелин колец: Возвращение короля,The Lord of the Rings: The Return of the King,2003,11,11,"['Adventure', 'Drama', 'Fantasy']",3,0.1337792122432875,2.171663115322674,1,1,1,0,1,350,0,1,1,3,180,140,30,0.10014610441092778,0.03363310783235973,0.4217684619520929,1.7498946533705813
0104797,,33000000,77396,Малкольм Икс,Malcolm X,1992,2,0,"['Biography', 'Drama', 'History', 'Romance']",0,0.6209491385526875,1.3588771060512537,1,1,0,1,0,322,0,0,0,1,180,140,2,0.1533918346832544,0.4675573038694331,0.4708949258847166,0.8879821801665371
1663202,532950503,135000000,644155,Выживший,The Revenant,2015,12,3,"['Action', 'Adventure', 'Biography', 'Drama', 'Western']",2,0.3387168197374345,1.6386684006683268,1,0,0,1,0,358,1,0,1,4,180,140,38,0.06840682742118868,0.2703099923162458,0.2590624519781539,1.3796059486901728
4846340,235956898,25000000,178082,Скрытые фигуры,Hidden Figures,2016,3,0,"['Biography', 'Drama', 'History']",0,0.2709122099092254,1.7376905927768258,1,0,0,1,0,359,0,0,1,2,180,140,39,0.06413469409146683,0.20677751581775855,0.25203333576929576,1.4856572570075302
0993846,392000694,100000000,1071221,Волк с Уолл-стрит,The Wolf of Wall Street,2013,5,0,"['Biography', 'Crime', 'Drama']",0,0.2023138480108148,1.5798520091168387,1,1,0,1,0,358,0,0,1,5,180,140,38,0.06840057488228203,0.1339132731285328,0.26795923879532546,1.311892770321513
0100200,,,2672.0,Мистер и миссис Бридж,Mr. & Mrs. Bridge,1990,1,0,['Drama'],0,0.0,0.0,1,1,1,0,1,326,0,0,0,1,180,140,6,0.0,0.0,0.0,0.0
0120689,286801374,60000000,1051497,Зелёная миля,The Green Mile,1999,4,0,"['Crime', 'Drama', 'Fantasy', 'Mystery']",0,0.15756565024193847,1.518711118378098,1,1,1,1,0,343,0,0,1,3,180,140,23,0.10161304813902097,0.0559526021029175,0.42704186846308256,1.0916692499150153
5580390,195243464,19400000,327533,Форма воды,The Shape of Water,2017,13,4,"['Adventure', 'Drama', 'Fantasy', 'Romance', 'Thriller']",2,0.11668931932132419,1.2758006523879517,1,0,0,0,1,355,1,1,1,5,180,140,35,0.0594234403591387,0.05726587896218549,0.21788837694984015,1.0579122754381116
0114272,,19000000,8543,Королевская милость,Restoration,1995,2,2,"['Biography', 'Drama', 'History', 'Romance']",0,0.5593712088239352,1.1545469554285586,1,0,0,0,1,362,1,0,0,0,180,140,42,0.1348766216182668,0.4244945872056684,0.4728503702496234,0.6816965851789352
0100046,,,3014.0,Долгий путь пешком домой,The Long Walk Home,1990,0,0,"['Drama', 'History']",0,0.0,0.0,1,0,0,0,1,354,0,0,0,0,180,140,34,0.0,0.0,0.0,0.0
0175880,25995827,37000000,274399,Магнолия,Magnolia,1999,3,0,['Drama'],0,0.07245990979158136,1.2393728991141522,1,1,1,0,1,350,1,0,0,2,180,140,30,0.07245990979158136,0.0,0.42704186846308256,0.8123310306510696
1213641,105697415,60000000,139601,Человек на Луне,First Man,2018,4,1,"['Biography', 'Drama', 'History']",0,0.21740468233864352,1.4788729880607006,1,1,1,1,0,284,0,0,0,0,180,104,0,0.05637156459634708,0.16103311774229645,0.179697602318116,1.2991753857425845
0128853,250821495,65000000,181327,Вам письмо,You've Got Mail,1998,0,0,"['Comedy', 'Drama', 'Romance']",0,0.16716257030037368,1.3248225244394811,1,1,1,1,0,351,0,0,0,0,180,140,31,0.10318807112380968,0.063974499176564,0.4500049638306122,0.8748175606088688
1504320,373700000,15000000,605284,Король говорит!,The King's Speech,2010,12,4,"['Biography', 'Drama', 'History']",4,0.2688220334745848,1.8178339780068744,0,0,0,1,0,358,1,1,1,6,180,140,38,0.0750485262072254,0.19377350726735937,0.2781568456294635,1.539677132377411
0127536,82150642,30000000,87418,Елизавета,Elizabeth,1998,7,1,"['Biography', 'Drama', 'History']",0,0.4581271020152652,1.520776974967159,1,0,0,1,0,309,1,0,1,2,180,129,0,0.10318807112380968,0.3549390308914555,0.4500049638306122,1.0707720111365466
0107207,,13000000,145093,Во имя отца,In the Name of the Father,1993,7,0,"['Biography', 'Drama']",0,0.3051938861091481,0.8644806794614813,1,1,1,1,0,362,1,0,1,6,180,140,42,0.15552146128719804,0.14967242482195006,0.5002515514030532,0.3642291280584281
0108052,221000000,22000000,1121548,Список Шиндлера,Schindler's List,1993,12,7,"['Biography', 'Drama', 'History']",3,0.4152336987436548,1.2087625183162711,1,0,1,1,0,348,0,1,1,5,180,140,28,0.15552146128719804,0.2597122374564568,0.5002515514030532,0.7085109669132179
1129445,,40000000,11529,Амелия,Amelia,2009,0,0,"['Adventure', 'Biography', 'Drama', 'Romance']",0,0.2446959899072002,1.50353517586727,1,0,0,0,1,295,0,0,0,0,180,115,0,0.07053227509388374,0.17416371481331647,0.2885412274099214,1.2149939484573484
0099685,,25000000,934907,Славные парни,Goodfellas,1990,6,1,"['Biography', 'Crime', 'Drama']",1,0.0,0.0,0,1,1,1,0,263,0,0,1,5,180,83,0,0.0,0.0,0.0,0.0
0111161,58500000,25000000,2161970,Побег из Шоушенка,The Shawshank Redemption,1994,7,0,['Drama'],0,0.09923532435304046,1.524316402161268,1,0,0,1,0,286,0,0,1,3,180,106,0,0.09923532435304046,0.0,0.47426015178929953,1.0500562503719686
1371155,,7200000,13341,Сделано в Дагенхэме,Dagenham Girls,2010,0,0,"['Biography', 'Comedy', 'Drama', 'History']",0,0.286477905288388,1.6135480391640462,0,0,0,0,1,322,1,0,0,0,180,140,2,0.0750485262072254,0.2114293790811626,0.2781568456294635,1.3353911935345826
0368709,13500000,57000000,65107,Элизабеттаун,Elizabethtown,2005,0,0,"['Comedy', 'Drama', 'Romance']",0,0.11571498878015196,1.5155733526567716,1,1,1,1,0,286,0,0,0,0,180,106,0,0.09570596974258835,0.020009019037563608,0.3819323694521229,1.1336409832046488
3783958,446092357,30000000,454375,Ла-Ла Ленд,La La Land,2016,14,6,"['Comedy', 'Drama', 'Music', 'Musical', 'Romance']",2,0.14350393372726974,1.1500080995627415,1,1,1,1,0,359,0,0,1,4,180,140,39,0.06413469409146683,0.07936923963580292,0.25203333576929576,0.8979747637934458
0099938,201957688,26000000,128331,Детсадовский полицейский,Kindergarten Cop,1990,0,0,"['Comedy', 'Crime']",0,0.0,0.0,0,0,0,1,0,354,0,0,0,0,180,140,34,0.0,0.0,0.0,0.0
0102492,,17000000,67397,Моя девочка,My Girl,1991,0,0,"['Comedy', 'Drama', 'Family', 'Romance']",0,0.2119260813037786,1.2106704330808564,1,0,0,1,0,330,0,0,0,0,180,140,10,0.13694679226582174,0.07497928903795686,0.41346298887588673,0.7972074442049697
0338751,213741459,110000000,314439,Авиатор,The Aviator,2004,11,5,"['Biography', 'Drama']",1,0.2586973331555608,0.9434180600304412,1,1,0,0,1,359,0,0,1,6,180,140,39,0.09863931279033226,0.16005802036522854,0.38562592676698587,0.5577921332634552
0758758,56255142,15000000,535693,В диких условиях,Into the Wild,2007,2,0,"['Adventure', 'Biography', 'Drama']",0,0.23601836819848804,1.1217854768148992,1,1,1,0,1,291,1,0,0,1,180,111,0,0.08439227330645832,0.15162609489202972,0.320522849620503,0.8012626271943961
0268978,313542341,58000000,790655,Игры разума,A Beautiful Mind,2001,8,4,"['Biography', 'Drama']",4,0.27708963449790075,1.337149476586409,1,0,0,1,0,354,0,1,1,5,180,140,34,0.09556996991053196,0.1815196645873688,0.395067098247748,0.9420823783386609
0395251,,45000000,39093,Продюсеры,The Producers,2005,0,0,"['Comedy', 'Musical']",0,0.07022321400295206,1.4937013537465218,1,0,0,1,0,358,0,0,0,0,180,140,38,0.07022321400295206,0.0,0.3819323694521229,1.111768984294399
6294822,179769457,50000000,114057,Секретное досье,The Post,2017,2,0,"['Biography', 'Drama', 'History', 'Thriller']",0,0.2666464844876861,1.0513843915303431,1,1,1,1,0,355,0,0,1,2,180,140,35,0.0594234403591387,0.20722304412854736,0.21788837694984015,0.833496014580503
0113987,,50000000,27404,Никсон,Nixon,1995,4,0,"['Biography', 'Drama', 'History']",0,0.4915848649620472,1.1686207785463534,1,1,1,0,0,353,1,0,0,3,180,140,33,0.1348766216182668,0.3567082433437804,0.4728503702496234,0.69577040829673
0159365,173013509,79000000,133989,Холодная гора,Cold Mountain,2003,7,1,"['Adventure', 'Drama', 'History', 'Romance', 'War']",1,0.2588306776202892,0.7951185224462786,1,1,1,0,1,358,1,0,0,2,180,140,38,0.10014610441092778,0.15868457320936144,0.4217684619520929,0.3733500604941857
0107004,,35000000,8245,Джеронимо: Американская легенда,Geronimo: An American Legend,1993,1,0,"['Drama', 'History', 'Western']",0,0.5206447216969305,1.5170622266628682,1,0,0,1,0,343,0,0,0,0,180,140,23,0.15552146128719804,0.36512326040973253,0.5002515514030532,1.016810675259815
0106226,,30000000,45738,Эпоха невинности,The Age of Innocence,1993,5,1,"['Drama', 'Romance']",0,0.16167687892751828,1.2434608634167172,1,1,1,1,0,273,0,0,0,2,180,93,0,0.15552146128719804,0.006155417640320238,0.5002515514030532,0.743209312013664
0116191,15600000,6000000,33580,Эмма,Emma,1996,2,1,"['Comedy', 'Drama', 'Romance']",0,0.1746182488164294,1.479089090356251,0,1,1,0,1,242,0,0,0,0,180,62,0,0.12091039993519831,0.05370784888123109,0.4642881949217447,1.0148008954345062
0270288,,29000000,80130,Признания опасного человека,Confession,2002,0,0,"['Biography', 'Comedy', 'Crime', 'Drama', 'Romance', 'Thriller']",0,0.4128334389333301,0.8023273859732468,1,0,1,0,1,364,0,0,0,0,180,140,44,0.10169423845178789,0.3111392004815422,0.41265013141126744,0.3896772545619794
0110005,,5000000,56681,Небесные создания,Maiden's Prayer,1994,1,0,"['Biography', 'Crime', 'Drama', 'Thriller']",0,0.4320845557555751,1.32877848780356,0,0,0,0,1,319,1,0,0,1,180,139,0,0.12727036196277333,0.3048141937928017,0.47426015178929953,0.8545183360142605
0120338,2186772302,200000000,981669,Титаник,Titanic,1997,14,11,"['Drama', 'Romance']",2,0.14277425710113117,1.4023342649332098,1,0,0,1,0,352,0,1,1,4,180,140,32,0.10451148983125931,0.038262767269871864,0.42061706239501695,0.9817172025381928
0343737,99480480,110000000,95364,Ложное искушение,The Good Shepherd,2006,1,0,"['Drama', 'History', 'Thriller']",0,0.20724661498391084,1.3954158742238887,1,0,0,1,0,355,0,0,0,0,180,140,35,0.08277197306971856,0.12447464191419227,0.32378676515513305,1.0716291090687555
0253474,120072577,35000000,666082,Пианист,The Pianist,2002,7,3,"['Biography', 'Drama', 'Music', 'War']",3,0.4418484046278329,1.064886702805696,0,0,0,0,1,358,1,0,1,4,180,140,38,0.10169423845178789,0.34015416617604505,0.41265013141126744,0.6522365713944287
1853728,425368238,100000000,1250686,Джанго освобожденный,Django Unchained,2012,5,2,"['Drama', 'Western']",2,0.15209429029247687,1.0030634885800316,1,1,1,1,0,359,1,0,1,3,180,140,39,0.06919532620665567,0.0828989640858212,0.2619839320743879,0.7410795565056436
0109579,,12000000,20903,Смерть и девушка,Dr Death Bulgaria,1994,0,0,"['Drama', 'Mystery', 'Thriller']",0,0.18703539037168682,1.1636690297777417,1,0,0,0,1,356,0,0,0,0,180,140,36,0.12727036196277333,0.059765028408913484,0.47426015178929953,0.6894088779884422
0099165,,47000000,20549,Костёр тщеславий,The Bonfire of the Vanities,1990,0,0,"['Comedy', 'Drama', 'Romance']",0,0.0,0.0,1,0,0,1,0,354,1,0,0,0,180,140,34,0.0,0.0,0.0,0.0
0105573,,,979.0,Вот такие соседи,Paydirt,1992,0,0,"['Comedy', 'Crime', 'Romance']",0,0.1800111384616037,1.2424886882702308,0,0,0,1,0,303,0,0,0,0,180,123,0,0.1533918346832544,0.026619303778349285,0.4708949258847166,0.7715937623855142
0119349,,18000000,51552,Ледяной ветер,The Ice Storm,1997,0,0,['Drama'],0,0.08033251596151832,1.3741925355435374,1,0,0,0,1,329,1,0,0,0,180,140,9,0.08033251596151832,0.0,0.42061706239501695,0.9535754731485204
0117318,,36000000,83838,Народ против Ларри Флинта,The People vs. Larry Flynt,1996,2,0,"['Biography', 'Drama']",0,0.2896973036428529,1.3989103834179453,0,0,0,1,0,359,0,0,0,2,180,140,39,0.12091039993519831,0.1687869037076546,0.4642881949217447,0.9346221884962005
0112641,,52000000,426025,Казино,Casino,1995,1,0,"['Crime', 'Drama']",0,0.16531053502196735,1.2032422703374122,1,1,1,1,0,325,1,0,0,1,180,140,5,0.1348766216182668,0.030433913403700552,0.4728503702496234,0.7303919000877888
0107798,195268056,45000000,71584,Дело о пеликанах,The Pelican Brief,1993,0,0,"['Crime', 'Drama', 'Mystery', 'Thriller']",0,0.26642844476300376,1.9771617894376148,1,0,0,1,0,350,0,0,0,0,180,140,30,0.15552146128719804,0.11090698347580571,0.5002515514030532,1.4769102380345616
0265086,172989651,92000000,346159,Черный Ястреб,Black Hawk Down,2001,4,2,"['Drama', 'History', 'War']",0,0.2615968494200992,1.1780620285035177,0,0,0,0,1,361,1,0,0,1,180,140,41,0.09556996991053196,0.16602687950956724,0.395067098247748,0.7829949302557697
0183659,,6000000,25842,Поллок,Pollock,2000,2,1,"['Biography', 'Drama']",1,0.2634762477075432,0.8639628970544536,1,1,0,0,1,349,1,0,0,2,180,140,29,0.10035357583348978,0.1631226718740534,0.36036395278229727,0.5035989442721563
0325710,456758981,140000000,376998,Последний самурай,The Last Samurai,2003,4,0,"['Action', 'Drama', 'War']",0,0.13966363940711818,1.0748433597358031,1,1,1,1,0,338,1,0,0,1,180,140,18,0.10014610441092778,0.0395175349961904,0.4217684619520929,0.6530748977837102
0110413,45501238,,956491,Леон,Léon: The Professional,1994,0,0,"['Action', 'Crime', 'Drama', 'Thriller']",0,0.22373393052049645,1.3305348352111812,1,0,0,1,0,321,1,0,0,0,180,140,1,0.12727036196277333,0.09646356855772312,0.47426015178929953,0.8562746834218817
0110632,,34000000,204390,Прирожденные убийцы,Natural Born Killers,1994,0,0,"['Crime', 'Drama']",0,0.1676034458901472,1.6183946301420593,1,1,0,1,0,237,0,0,0,0,180,57,0,0.12727036196277333,0.040333083927373864,0.47426015178929953,1.1441344783527598
0140352,,68000000,152153,Свой человек,60 Minutes,1999,7,0,"['Biography', 'Drama', 'Thriller']",0,0.2837596269859003,1.6540531314777283,1,0,1,0,0,308,0,0,1,4,180,128,0,0.10161304813902097,0.18214657884687932,0.42704186846308256,1.2270112630146457
0099012,,12000000,12580,Элис,Alice,1990,1,0,"['Comedy', 'Romance']",0,0.0,0.0,1,1,1,1,0,358,0,0,0,1,180,140,38,0.0,0.0,0.0,0.0
0117665,165615285,44000000,178040,Спящие,Sleepers,1996,1,0,"['Crime', 'Drama', 'Thriller']",0,0.17800895651044144,1.2606003749076733,1,1,1,1,0,291,1,0,0,0,180,111,0,0.12091039993519831,0.057098556575243126,0.4642881949217447,0.7963121799859285
0252076,154906693,55000000,80284,Госпожа горничная,Made in New York,2002,0,0,"['Comedy', 'Drama', 'Romance']",0,0.13399669309983658,1.3601801335279904,1,0,0,1,0,346,0,0,0,0,180,140,26,0.10169423845178789,0.03230245464804869,0.41265013141126744,0.947530002116723
0268995,,72000000,50356,Мажестик,The Bijou,2001,0,0,"['Drama', 'Romance']",0,0.11270336716803153,1.1388525100672575,1,1,0,1,0,354,0,0,0,0,180,140,34,0.09556996991053196,0.017133397257499572,0.395067098247748,0.7437854118195095
0103939,,31000000,50653,Чaплин,Chaplin,1992,3,0,"['Biography', 'Comedy', 'Drama']",0,0.47069338876933353,1.1916372781142142,1,0,0,1,0,359,0,0,0,1,180,140,39,0.1533918346832544,0.31730155408607913,0.4708949258847166,0.7207423522294976
0498380,68673228,19000000,148051,Письма с Иводзимы,Letters from Iwo Jima,2006,4,1,"['Action', 'Adventure', 'Drama', 'History', 'War']",0,0.27501298635804317,0.8320309965651534,1,1,1,1,0,353,1,0,1,3,180,140,33,0.08277197306971856,0.1922410132883246,0.32378676515513305,0.5082442314100204
0346491,167294772,155000000,156565,Александр,Alexander,2004,0,0,"['Action', 'Biography', 'Drama', 'History', 'Romance', 'War']",0,0.4150273225379648,1.3253107456251303,0,0,0,1,0,328,1,0,0,0,180,140,8,0.09863931279033226,0.31638800974763254,0.38562592676698587,0.9396848188581444
0110322,160638883,30000000,136960,Легенды осени,Legends of the Fall,1994,3,1,"['Drama', 'Romance', 'War', 'Western']",0,0.3618581960643743,0.9821339842912568,1,0,0,1,0,356,0,0,0,0,180,140,36,0.12727036196277333,0.23458783410160097,0.47426015178929953,0.5078738325019572
0116209,134700000,27000000,168843,Английский пациент,The English Patient,1996,12,9,"['Drama', 'Romance', 'War']",3,0.18263424261944228,1.1523107997079545,1,0,0,0,1,340,1,1,1,6,180,140,20,0.12091039993519831,0.06172384268424397,0.4642881949217447,0.6880226047862097
0360717,550517357,207000000,373497,Кинг Конг,King Kong,2005,4,3,"['Action', 'Adventure', 'Drama', 'Romance']",0,0.1537537029568844,0.9845971668322244,1,1,1,1,0,347,0,0,0,0,180,140,27,0.09570596974258835,0.05804773321429604,0.3819323694521229,0.6026647973801016
0108101,,22000000,16001,Страна теней,Shadowlands,1993,2,0,"['Biography', 'Drama', 'Romance']",0,0.3636429160617986,0.7105247809739106,1,0,0,1,0,358,0,0,0,2,180,140,38,0.15552146128719804,0.20812145477460056,0.5002515514030532,0.21027322957085737
1791528,14710975,20000000,86749,Врожденный порок,L.A. Vice,2014,2,0,"['Comedy', 'Crime', 'Drama', 'Mystery', 'Romance']",0,0.13397923662074562,1.3394292607969163,1,0,0,1,0,345,1,0,0,1,180,140,25,0.06874278219987487,0.06523645442087075,0.2734366621828684,1.065992598614048
0101761,,38000000,79408,Дорз,The Doors,1991,0,0,"['Biography', 'Drama', 'Music']",0,0.5688829070416835,1.1167821650546168,1,1,1,1,0,59,1,0,0,0,59,0,0,0.13694679226582174,0.4319361147758618,0.41346298887588673,0.7033191761787301
0808417,25399540,7300000,83579,Персеполис,Persepolis,2007,1,0,"['Animation', 'Biography', 'Drama', 'History', 'War']",0,0.42599255169894557,0.7210009133481468,1,0,0,0,1,358,0,0,0,0,180,140,38,0.08439227330645832,0.34160027839248724,0.320522849620503,0.4004780637276438
0975645,23570541,15700000,69221,Хичкок,Hitchcock,2012,1,0,"['Biography', 'Comedy', 'Drama', 'Romance']",0,0.23992744257878684,0.8660491704966804,1,0,0,0,1,348,0,0,0,0,180,140,28,0.06919532620665567,0.17073211637213118,0.2619839320743879,0.6040652384222924
0215545,,10000000,9658,Замороченные,Bamboozled,2000,0,0,"['Comedy', 'Drama', 'Music']",0,0.1814199004936422,1.2896978913989603,1,0,0,0,1,293,0,0,0,0,180,113,0,0.10035357583348978,0.08106632466015243,0.36036395278229727,0.929333938616663
0110912,213928762,8000000,1697038,Криминальное чтиво,Pulp Fiction,1994,7,1,"['Crime', 'Drama']",1,0.1676034458901472,1.3596569908208231,1,0,0,0,1,286,1,0,1,6,180,106,0,0.12727036196277333,0.040333083927373864,0.47426015178929953,0.8853968390315237
0120737,871530324,93000000,1550389,Властелин колец: Братство кольца,The Lord of the Rings: The Fellowship of the Ring,2001,13,4,"['Adventure', 'Drama', 'Fantasy']",0,0.11490550897841081,1.0883714459383453,1,0,0,0,1,352,0,0,1,4,180,140,32,0.09556996991053196,0.019335539067878854,0.395067098247748,0.6933043476905973
0114702,,8000000,12561,Полное затмение,Total Eclipse,1995,0,0,"['Biography', 'Drama', 'Romance']",0,0.39629916701434764,0.8902217368239634,1,1,0,0,1,306,0,0,0,0,180,126,0,0.1348766216182668,0.26142254539608084,0.4728503702496234,0.41737136657434004
0379725,,7000000,119134,Капоте,Capote,2005,5,1,"['Biography', 'Crime', 'Drama', 'History']",1,0.39200286033462506,1.2342961890932245,1,0,0,0,1,272,1,0,1,5,180,92,0,0.09570596974258835,0.2962968905920367,0.3819323694521229,0.8523638196411016
